iter,dt,residual,res_u,res_k,res_w,U_bulk,tau_wall,u_max,k_min,k_max,omega_min,omega_max,nu_t_nu_max
4720,1.7715610000000007e-03,1.9711770629091290e-05,9.1364460981975277e-06,1.9711770629091290e-05,1.8124843777228460e-06,1.5517907770377576e+01,9.6066046159969776e-01,1.7612656821516836e+01,1.0000000000000002e-10,2.6896510332722467e+00,6.9315102150315173e+00,3.5909221483313049e+04,6.2909069759335878e+01
4730,1.7715610000000007e-03,1.7984046572720895e-05,8.1931393950199402e-06,1.7984046572720895e-05,1.8551301716909293e-06,1.5518602232070382e+01,9.6074730082072946e-01,1.7613279829975394e+01,1.0000000000000002e-10,2.6897608397719441e+00,6.9320199695121882e+00,3.5909221483312213e+04,6.2912987834718322e+01
4740,1.7715610000000007e-03,1.8170621895479155e-05,8.7982556526478614e-06,1.8170621895479155e-05,1.6853729989999974e-06,1.5519295711114227e+01,9.6083395611649658e-01,1.7613937942268542e+01,1.0000000000000002e-10,2.6895823815430098e+00,6.9325278392688858e+00,3.5909221483312926e+04,6.2916909147586061e+01
4750,1.7715610000000007e-03,1.9346877571115952e-05,9.5969296699985099e-06,1.9346877571115952e-05,1.5930858632944830e-06,1.5519988445156338e+01,9.6091955799303352e-01,1.7614795776283010e+01,1.0000000000000002e-10,2.6898719721493647e+00,6.9330345309524875e+00,3.5909221483313639e+04,6.2920889331938554e+01
4760,1.7715610000000007e-03,1.9674832143680573e-05,9.5258536579315385e-06,1.9674832143680573e-05,1.7012678587565048e-06,1.5520680125921110e+01,9.6100180011763792e-01,1.7615550324394288e+01,1.0000000000000002e-10,2.6900247025712929e+00,6.9335391491122564e+00,3.5909221483312736e+04,6.2924933314328406e+01
4770,1.7715610000000007e-03,1.9056066878137151e-05,9.0338856989851853e-06,1.9056066878137151e-05,1.7641225297123893e-06,1.5521370311508480e+01,9.6107977059758409e-01,1.7616276169004312e+01,1.0000000000000002e-10,2.6904057306685347e+00,6.9340417323324015e+00,3.5909221483309964e+04,6.2928926499708872e+01
4780,1.7715610000000007e-03,1.8138870288838385e-05,8.7873478236174346e-06,1.8138870288838385e-05,1.6748563332945186e-06,1.5522058846815924e+01,9.6115603449269216e-01,1.7617246756872159e+01,1.0000000000000002e-10,2.6908708161078945e+00,6.9345416817954577e+00,3.5909221483306566e+04,6.2932730692870663e+01
4790,1.7715610000000007e-03,1.8457335014384597e-05,9.0614177136979886e-06,1.8457335014384597e-05,1.5599112397866851e-06,1.5522745762908361e+01,9.6123485656279639e-01,1.7618145799668870e+01,1.0000000000000002e-10,2.6910952244235595e+00,6.9350381589969778e+00,3.5909221483304165e+04,6.2936309587514891e+01
4800,1.7715610000000007e-03,1.9652716616376968e-05,9.4234339263880087e-06,1.9652716616376968e-05,1.5926362093730957e-06,1.5523430920489249e+01,9.6131769836840120e-01,1.7618911295928136e+01,1.0000000000000002e-10,2.6912796882486005e+00,6.9355311318902952e+00,3.5909221483303372e+04,6.2939777613269669e+01
4810,1.7715610000000007e-03,1.9269321095384674e-05,9.3429687879497049e-06,1.9269321095384674e-05,1.6524624563344936e-06,1.5524113943449720e+01,9.6140111642846460e-01,1.7619570305908262e+01,1.0000000000000002e-10,2.6911258640973297e+00,6.9360215860634291e+00,3.5909221483303219e+04,6.2943811009686080e+01
4820,1.7715610000000007e-03,1.8855770586987254e-05,9.3133304667791674e-06,1.8855770586987254e-05,1.5826656072393380e-06,1.5524794722135143e+01,9.6148191537162564e-01,1.7620253858205380e+01,1.0000000000000002e-10,2.6913379291333137e+00,6.9365089446454142e+00,3.5909221483292829e+04,6.2947863058643328e+01
4830,1.7715610000000007e-03,2.0168031166696144e-05,9.5721038642783255e-06,2.0168031166696144e-05,1.5282450247508304e-06,1.5525473899159207e+01,9.6156182555191061e-01,1.7621004806707731e+01,1.0000000000000002e-10,2.6919103529478936e+00,6.9369944629258331e+00,3.5909221483288551e+04,6.2951839261302680e+01
4840,1.7715610000000007e-03,2.0232663993107014e-05,9.3689595193309508e-06,2.0232663993107014e-05,1.6124189296104462e-06,1.5526152989086910e+01,9.6164808382255396e-01,1.7621778274785015e+01,1.0000000000000002e-10,2.6926013376178686e+00,6.9374787247657475e+00,3.5909221483294139e+04,6.2955698535091088e+01
4850,1.7715610000000007e-03,1.8937998272705522e-05,9.1950315829686580e-06,1.8937998272705522e-05,1.6183398769687358e-06,1.5526833447538143e+01,9.6174791138174875e-01,1.7622546929483157e+01,1.0000000000000002e-10,2.6930668803683226e+00,6.9379622105849723e+00,3.5909221483290785e+04,6.2959438187147590e+01
4860,1.7715610000000007e-03,1.9537589125840179e-05,9.8613686127591154e-06,1.9537589125840179e-05,1.5232318555620442e-06,1.5527515112932118e+01,9.6185864887591421e-01,1.7623277487823056e+01,1.0000000000000002e-10,2.6929360426185873e+00,6.9384434794733592e+00,3.5909221483290050e+04,6.2963108256415140e+01
4870,1.7715610000000007e-03,2.0690086062524515e-05,1.0225202570170845e-05,2.0690086062524515e-05,1.5580235125802272e-06,1.5528196212828101e+01,9.6196855567719330e-01,1.7623962578426411e+01,1.0000000000000002e-10,2.6931656685755927e+00,6.9389190815362323e+00,3.5909221483291367e+04,6.2966991316022430e+01
4880,1.7715610000000007e-03,2.0253980560468760e-05,9.5605158153941580e-06,2.0253980560468760e-05,1.7234012131423362e-06,1.5528873912507555e+01,9.6206111532853034e-01,1.7624614549702638e+01,1.0000000000000002e-10,2.6930826939356880e+00,6.9393976547399934e+00,3.5909221483292706e+04,6.2970894226401448e+01
4890,1.7715610000000007e-03,1.9784235130394280e-05,9.5032861289067960e-06,1.9784235130394280e-05,1.7493276406398496e-06,1.5529545944187003e+01,9.6212648608611195e-01,1.7625310111198978e+01,1.0000000000000002e-10,2.6931693259221667e+00,6.9398711512370106e+00,3.5909221483292058e+04,6.2974766171910666e+01
4900,1.7715610000000007e-03,2.0392814334344955e-05,1.0405036916920565e-05,2.0392814334344955e-05,1.6613186907275559e-06,1.5530212723761291e+01,9.6217460086297701e-01,1.7626088335239878e+01,1.0000000000000002e-10,2.6937756030885369e+00,6.9403427229636687e+00,3.5909221483289257e+04,6.2978576658075824e+01
4910,1.7715610000000007e-03,2.1091783529693589e-05,1.0952278197386602e-05,2.1091783529693589e-05,1.6497868649052337e-06,1.5530876420165916e+01,9.6222463061366081e-01,1.7626836726303768e+01,1.0000000000000002e-10,2.6942475781326021e+00,6.9408125589542236e+00,3.5909221483285830e+04,6.2982450081779405e+01
4920,1.7715610000000007e-03,2.1594275188800892e-05,1.0428226226474690e-05,2.1594275188800892e-05,1.7974829371183735e-06,1.5531539422041512e+01,9.6229248045873916e-01,1.7627569543052100e+01,1.0000000000000002e-10,2.6941926731328545e+00,6.9412805280357057e+00,3.5909221483283480e+04,6.2986301960097471e+01
4930,1.7715610000000007e-03,2.0871564392535722e-05,9.6453861157994709e-06,2.0871564392535722e-05,1.9763564356173077e-06,1.5532203169396357e+01,9.6238173217754541e-01,1.7628399210691384e+01,1.0000000000000002e-10,2.6945467773953480e+00,6.9417459851928047e+00,3.5909221483282767e+04,6.2990026039076795e+01
4940,1.7715610000000007e-03,1.9575583886264809e-05,1.0052890671106175e-05,1.9575583886264809e-05,1.8735691007724759e-06,1.5532867186729920e+01,9.6247842573486164e-01,1.7629262110490966e+01,1.0000000000000002e-10,2.6944356305706862e+00,6.9422085134914022e+00,3.5909221483282628e+04,6.2993575685775454e+01
4950,1.7715610000000007e-03,2.0834715435100483e-05,1.1228130077752324e-05,2.0834715435100483e-05,1.6881346535769131e-06,1.5533530523081343e+01,9.6256886942925046e-01,1.7630066394231498e+01,1.0000000000000002e-10,2.6949409432887164e+00,6.9426681564756976e+00,3.5909221483271293e+04,6.2997109307876045e+01
4960,1.7715610000000007e-03,2.2863259982020908e-05,1.1490527328657073e-05,2.2863259982020908e-05,1.7299226599833617e-06,1.5534193266951474e+01,9.6265310330575926e-01,1.7630781087587319e+01,1.0000000000000002e-10,2.6950540198060544e+00,6.9431257358723002e+00,3.5909221483268266e+04,6.3000875745825923e+01
4970,1.7715610000000007e-03,2.1670067883309723e-05,1.0016615738714389e-05,2.1670067883309723e-05,2.0348923582844335e-06,1.5534856593964880e+01,9.6274148707448293e-01,1.7631435768958262e+01,1.0000000000000002e-10,2.6957271515209711e+00,6.9435830914363628e+00,3.5909221483264359e+04,6.3004779890990861e+01
4980,1.7715610000000007e-03,1.9589368917979168e-05,9.8307924933680559e-06,1.9589368917979168e-05,1.9735850883613825e-06,1.5535521241392324e+01,9.6284441292200929e-01,1.7632182097032555e+01,1.0000000000000002e-10,2.6959983243044570e+00,6.9440375170133244e+00,3.5909221483261412e+04,6.3008508194634423e+01
4990,1.7715610000000007e-03,2.0594487991159745e-05,1.1424956744863209e-05,2.0594487991159745e-05,1.7408262521040824e-06,1.5536185537657277e+01,9.6295709617457259e-01,1.7633056281102746e+01,1.0000000000000002e-10,2.6965168685626071e+00,6.9444899018481872e+00,3.5909221483260320e+04,6.3012080374383821e+01
5000,1.7715610000000007e-03,2.2617095251458597e-05,1.2026538629563486e-05,2.2617095251458597e-05,1.7985724388576912e-06,1.5536846378001078e+01,9.6306239410217198e-01,1.7633866050797707e+01,1.0000000000000002e-10,2.6966134133719666e+00,6.9449402744892623e+00,3.5909221483260357e+04,6.3015624381468733e+01
5010,1.7715610000000007e-03,2.2155318494710024e-05,1.0419878951054825e-05,2.2155318494710024e-05,2.2312810968007805e-06,1.5537500157728944e+01,9.6313740785560764e-01,1.7634501701039131e+01,1.0000000000000002e-10,2.6962542464708443e+00,6.9453890782287138e+00,3.5909221483253546e+04,6.3019346830753705e+01
5020,1.7715610000000007e-03,1.9602869417819401e-05,9.8694294105486873e-06,1.9602869417819401e-05,2.2518482846319052e-06,1.5538146077741334e+01,9.6317516572546547e-01,1.7635011140671743e+01,1.0000000000000002e-10,2.6965358235941483e+00,6.9458354115523058e+00,3.5909221483266003e+04,6.3023024029635231e+01
5030,1.7715610000000007e-03,2.0094583122212362e-05,1.1592962413123579e-05,2.0094583122212362e-05,1.9509659744307472e-06,1.5538787861489213e+01,9.6319918985508712e-01,1.7635713097698723e+01,1.0000000000000002e-10,2.6970720399152537e+00,6.9462800978669943e+00,3.5909221483267400e+04,6.3026787743515619e+01
5040,1.7715610000000007e-03,2.3569912270705017e-05,1.2802020073408592e-05,2.3569912270705017e-05,1.9106362548293642e-06,1.5539430125810814e+01,9.6323956124507926e-01,1.7636498201654280e+01,1.0000000000000002e-10,2.6971646350371490e+00,6.9467239195223165e+00,3.5909221483266185e+04,6.3030540229976083e+01
5050,1.7715610000000007e-03,2.3525189936310084e-05,1.1264097478298239e-05,2.3525189936310084e-05,2.3555746513887233e-06,1.5540076431690030e+01,9.6331609740792767e-01,1.7637269503354901e+01,1.0000000000000002e-10,2.6974507246783768e+00,6.9471671887892175e+00,3.5909221483236863e+04,6.3034325371394999e+01
5060,1.7715610000000007e-03,1.9901820843612280e-05,1.0106723990699641e-05,1.9901820843612280e-05,2.4811898603821196e-06,1.5540726718609795e+01,9.6342241732745437e-01,1.7637896305554055e+01,1.0000000000000002e-10,2.6975460509376266e+00,6.9476092911385301e+00,3.5909221483235495e+04,6.3038016322685117e+01
5070,1.7715610000000007e-03,2.1151949327304421e-05,1.2055420217213222e-05,2.1151949327304421e-05,2.1593386933132610e-06,1.5541377528593770e+01,9.6353306976386277e-01,1.7638704506421778e+01,1.0000000000000002e-10,2.6980810530517232e+00,6.9480487577869798e+00,3.5909221483246140e+04,6.3041572065489568e+01
5080,1.7715610000000007e-03,2.4543373831909580e-05,1.3224340175470082e-05,2.4543373831909580e-05,2.0346674549192138e-06,1.5542026142492025e+01,9.6363287262769581e-01,1.7639554298441130e+01,1.0000000000000002e-10,2.6981804755348375e+00,6.9484849930312116e+00,3.5909221483248752e+04,6.3044986233633409e+01
5090,1.7715610000000007e-03,2.3741613804063469e-05,1.1609218285460249e-05,2.3741613804063469e-05,2.3940767410323066e-06,1.5542672107496024e+01,9.6372339713882449e-01,1.7640239153918927e+01,1.0000000000000002e-10,2.6983533368149635e+00,6.9489186835206169e+00,3.5909221483237437e+04,6.3048416459913604e+01
5100,1.7715610000000007e-03,2.1295695473762529e-05,1.0765341056720395e-05,2.1295695473762529e-05,2.5174145315841115e-06,1.5543316789755277e+01,9.6381534558137472e-01,1.7640781180977818e+01,1.0000000000000002e-10,2.6988622085725709e+00,6.9493494704483769e+00,3.5909221483235633e+04,6.3052109117750035e+01
5110,1.7715610000000007e-03,2.2101977007848099e-05,1.2448058692601240e-05,2.2101977007848099e-05,2.1651473859476436e-06,1.5543960756318098e+01,9.6391370159037060e-01,1.7641478234940543e+01,1.0000000000000002e-10,2.6992740977950809e+00,6.9497786667651447e+00,3.5909221483243513e+04,6.3055794654582357e+01
5120,1.7715610000000007e-03,2.4479569515719409e-05,1.3382892147077244e-05,2.4479569515719409e-05,2.0441688664037046e-06,1.5544602478191527e+01,9.6400944393139576e-01,1.7642303113603958e+01,1.0000000000000002e-10,2.6993863725671035e+00,6.9502062726714255e+00,3.5909221483224021e+04,6.3059367992971303e+01
5130,1.7715610000000007e-03,2.4560662467556223e-05,1.2008770425980986e-05,2.4560662467556223e-05,2.5028568451958068e-06,1.5545239344070993e+01,9.6408440500823911e-01,1.7643183613756698e+01,1.0000000000000002e-10,2.6994216371547819e+00,6.9506334119265727e+00,3.5909221483185582e+04,6.3062952316968016e+01
5140,1.7715610000000007e-03,2.1619995697828184e-05,1.1087389832935525e-05,2.1619995697828184e-05,2.6086076844825943e-06,1.5545870171027831e+01,9.6412989676223859e-01,1.7643885719918593e+01,1.0000000000000002e-10,2.6997109711556053e+00,6.9510601455778591e+00,3.5909221483183908e+04,6.3066665107703251e+01
5150,1.7715610000000007e-03,2.2472228093825841e-05,1.2709064932786320e-05,2.2472228093825841e-05,2.2193884469621918e-06,1.5546497210244395e+01,9.6416185223763062e-01,1.7644449352927758e+01,1.0000000000000002e-10,2.7001067770783331e+00,6.9514824079030078e+00,3.5909221483204266e+04,6.3070511090587303e+01
5160,1.7715610000000007e-03,2.6233906559658242e-05,1.3798431432716960e-05,2.6233906559658242e-05,2.2041542601948664e-06,1.5547123987177708e+01,9.6420652289523290e-01,1.7645081702366848e+01,1.0000000000000002e-10,2.7001498706043527e+00,6.9519047480756431e+00,3.5909221483217378e+04,6.3074342718296315e+01
5170,1.7715610000000007e-03,2.4904690176176810e-05,1.2251154111562997e-05,2.4904690176176810e-05,2.6850346163397961e-06,1.5547753201195611e+01,9.6428017323471094e-01,1.7645814679884911e+01,1.0000000000000002e-10,2.7002155338838749e+00,6.9523273084446595e+00,3.5909221483249610e+04,6.3078073741351467e+01
5180,1.7715610000000007e-03,2.2047798530875115e-05,1.1844136080544374e-05,2.2047798530875115e-05,2.6355911915153706e-06,1.5548384805378708e+01,9.6437676571105369e-01,1.7646458156597369e+01,1.0000000000000002e-10,2.7007431628916763e+00,6.9527475929266993e+00,3.5909221483248883e+04,6.3081644439234687e+01
5190,1.7715610000000007e-03,2.4493266006806708e-05,1.3499825973151903e-05,2.4493266006806708e-05,2.3200003760456143e-06,1.5549016820378935e+01,9.6447986188777490e-01,1.7647244512506091e+01,1.0000000000000002e-10,2.7009418678414687e+00,6.9531617028420065e+00,3.5909221483187372e+04,6.3085114060380100e+01
5200,1.7715610000000007e-03,2.5776233212943848e-05,1.3419259944368505e-05,2.5776233212943848e-05,2.4243830206132136e-06,1.5549647443149286e+01,9.6457745742133583e-01,1.7647937191118729e+01,1.0000000000000002e-10,2.7009447743028390e+00,6.9535758234919296e+00,3.5909221483181718e+04,6.3088608853672199e+01
5210,1.7715610000000007e-03,2.3985073377071778e-05,1.2341489321953312e-05,2.3985073377071778e-05,2.6266533450743583e-06,1.5550276059097870e+01,9.6466545518425462e-01,1.7648650924007988e+01,1.0000000000000002e-10,2.7016698053876711e+00,6.9539884530573257e+00,3.5909221483198344e+04,6.3092032542575659e+01
5220,1.7715610000000007e-03,2.3593515762180176e-05,1.2825487671912338e-05,2.3593515762180176e-05,2.4221925075391999e-06,1.5550902867565501e+01,9.6474578521899157e-01,1.7649291234293926e+01,1.0000000000000002e-10,2.7020030928444401e+00,6.9544005286186739e+00,3.5909221483174013e+04,6.3095528057022506e+01
5230,1.7715610000000007e-03,2.4675304859233723e-05,1.3645298776450103e-05,2.4675304859233723e-05,2.2035242535735433e-06,1.5551527841510692e+01,9.6482147418267639e-01,1.7649907306691706e+01,1.0000000000000002e-10,2.7018596605057557e+00,6.9548126582369134e+00,3.5909221483198999e+04,6.3099268788936151e+01
5240,1.7715610000000007e-03,2.6365229889067498e-05,1.3652655606596366e-05,2.6365229889067498e-05,2.3705538505682599e-06,1.5552150635619869e+01,9.6489341265609763e-01,1.7650546814145390e+01,1.0000000000000002e-10,2.7020174863652504e+00,6.9552215960885215e+00,3.5909221483167406e+04,6.3103056193941818e+01
5250,1.7715610000000007e-03,2.5551527634158343e-05,1.3191393419414565e-05,2.5551527634158343e-05,2.5618873935949478e-06,1.5552771245052368e+01,9.6496469521371986e-01,1.7651326573195398e+01,1.0000000000000002e-10,2.7020045833936792e+00,6.9556279071894060e+00,3.5909221483154346e+04,6.3106695090360503e+01
5260,1.7715610000000007e-03,2.3940025643854849e-05,1.3428066926914391e-05,2.3940025643854849e-05,2.3770264342483126e-06,1.5553390112696428e+01,9.6504060354071175e-01,1.7652125981379807e+01,1.0000000000000002e-10,2.7026164969052138e+00,6.9560325582670668e+00,3.5909221483168876e+04,6.3110120569015841e+01
5270,1.7715610000000007e-03,2.6697504756957618e-05,1.4359356759365444e-05,2.6697504756957618e-05,2.2850462750534389e-06,1.5554007302044436e+01,9.6512212680590814e-01,1.7652917318879279e+01,1.0000000000000002e-10,2.7033421039718304e+00,6.9564366169345391e+00,3.5909221483176865e+04,6.3113594630803725e+01
5280,1.7715610000000007e-03,2.7412039215201989e-05,1.3781866159015658e-05,2.7412039215201989e-05,2.6673388925185027e-06,1.5554621930943011e+01,9.6520069781667672e-01,1.7653534716067206e+01,1.0000000000000002e-10,2.7034773011153197e+00,6.9568393384828049e+00,3.5909221483181682e+04,6.3117069208455391e+01
5290,1.7715610000000007e-03,2.4159764544338195e-05,1.3316575220764003e-05,2.4159764544338195e-05,2.6654686933999516e-06,1.5555233031906612e+01,9.6526269813386667e-01,1.7654072822437914e+01,1.0000000000000002e-10,2.7031880348309714e+00,6.9572399104110962e+00,3.5909221483203568e+04,6.3120634064232597e+01
5300,1.7715610000000007e-03,2.5762028144295290e-05,1.4825188671577340e-05,2.5762028144295290e-05,2.3837853976594658e-06,1.5555841446288744e+01,9.6531104538066959e-01,1.7654734231838091e+01,1.0000000000000002e-10,2.7036032947046795e+00,6.9576380293280415e+00,3.5909221483112880e+04,6.3124161536215993e+01
5310,1.7715610000000007e-03,2.8156325470966573e-05,1.4878249481839337e-05,2.8156325470966573e-05,2.5669222704893522e-06,1.5556449890445643e+01,9.6536533184836926e-01,1.7655469989920551e+01,1.0000000000000002e-10,2.7036278053027303e+00,6.9580357029952431e+00,3.5909221483140471e+04,6.3127591212988435e+01
5320,1.7715610000000007e-03,2.5323636638173611e-05,1.3405131332177470e-05,2.5323636638173611e-05,2.9293569489157057e-06,1.5557061977613166e+01,9.6545087563935872e-01,1.7656151385555290e+01,1.0000000000000002e-10,2.7039940984385584e+00,6.9584313414484971e+00,3.5909221483464178e+04,6.3131060454035158e+01
5330,1.7715610000000007e-03,2.5504654367365508e-05,1.4734435087049249e-05,2.5504654367365508e-05,2.6452158173739225e-06,1.5557678096916256e+01,9.6556810215908229e-01,1.7656791874304606e+01,1.0000000000000002e-10,2.7049053361750062e+00,6.9588252311901071e+00,3.5909221483164984e+04,6.3134529215218784e+01
5340,1.7715610000000007e-03,2.7930627167106675e-05,1.6031272561598623e-05,2.7930627167106675e-05,2.5084533477805130e-06,1.5558294561589305e+01,9.6568968039442338e-01,1.7657605850002337e+01,1.0000000000000002e-10,2.7050412197969615e+00,6.9592182548096950e+00,3.5909221483131863e+04,6.3137952999673786e+01
5350,1.7715610000000007e-03,2.7165345942166306e-05,1.4719464432328440e-05,2.7165345942166306e-05,2.8753761946370195e-06,1.5558906275601272e+01,9.6578077408572582e-01,1.7658322073823914e+01,1.0000000000000002e-10,2.7046751542570528e+00,6.9596108220034125e+00,3.5909221483056994e+04,6.3141467404972111e+01
5360,1.7715610000000007e-03,2.6834010010753651e-05,1.4637796705211486e-05,2.6834010010753651e-05,2.9923274280766197e-06,1.5559510520075419e+01,9.6582573962991869e-01,1.7658777504187633e+01,1.0000000000000002e-10,2.7047702691828337e+00,6.9600007913459701e+00,3.5909221483038244e+04,6.3144925957114864e+01
5370,1.7715610000000007e-03,2.7292054178811098e-05,1.5937811292754511e-05,2.7292054178811098e-05,2.7206755507620833e-06,1.5560110022782851e+01,9.6585404257852725e-01,1.7659473443451073e+01,1.0000000000000002e-10,2.7048337041835344e+00,6.9603888706378605e+00,3.5909221483096422e+04,6.3148516809551516e+01
5380,1.7715610000000007e-03,2.8357236926442207e-05,1.6321065841485088e-05,2.8357236926442207e-05,2.6473353592076926e-06,1.5560709061295986e+01,9.6590459276066520e-01,1.7660221440178052e+01,1.0000000000000002e-10,2.7054642988962234e+00,6.9607764777679888e+00,3.5909221483431531e+04,6.3151994321346976e+01
5390,1.7715610000000007e-03,2.8966112997409722e-05,1.5292288220597581e-05,2.8966112997409722e-05,3.0898723133451885e-06,1.5561309368472255e+01,9.6598943983695973e-01,1.7660897340180330e+01,1.0000000000000002e-10,2.7062891511424660e+00,6.9611641133981514e+00,3.5909221483087102e+04,6.3155239008271650e+01
5400,1.7715610000000007e-03,2.6286096181585573e-05,1.4711521054094599e-05,2.6286096181585573e-05,3.1478359440499094e-06,1.5561908508171634e+01,9.6608053896261059e-01,1.7661627649645919e+01,1.0000000000000002e-10,2.7061754147118480e+00,6.9615511788558564e+00,3.5909221483108573e+04,6.3158605615921836e+01
5410,1.7715610000000007e-03,2.6958769007035376e-05,1.6430313952334907e-05,2.6958769007035376e-05,2.7261077513939405e-06,1.5562503778240108e+01,9.6614704499975168e-01,1.7662262831734406e+01,1.0000000000000002e-10,2.7061175584986144e+00,6.9619366252587103e+00,3.5909221483033798e+04,6.3161919898916722e+01
5420,1.7715610000000007e-03,3.0650950706174646e-05,1.7089576143952000e-05,3.0650950706174646e-05,2.8377088229455183e-06,1.5563096740620331e+01,9.6619671756576042e-01,1.7663003244716830e+01,1.0000000000000002e-10,2.7062301483746745e+00,6.9623191616664819e+00,3.5909221483021363e+04,6.3165617504490385e+01
5430,1.7715610000000007e-03,2.7799476213375810e-05,1.4819176315677841e-05,2.7799476213375810e-05,3.4836440673852842e-06,1.5563692992981426e+01,9.6626725291747473e-01,1.7663693398203069e+01,1.0000000000000002e-10,2.7061604888830102e+00,6.9626993970622602e+00,3.5909221483328867e+04,6.3169288145005446e+01
5440,1.7715610000000007e-03,2.5768609871930255e-05,1.5757561750107983e-05,2.5768609871930255e-05,3.2011170792846246e-06,1.5564296518189124e+01,9.6638679118246618e-01,1.7664112260657280e+01,1.0000000000000002e-10,2.7070979794478194e+00,6.9630789150016250e+00,3.5909221483189358e+04,6.3172658889736752e+01
5450,1.7715610000000007e-03,3.0332681943615377e-05,1.8038155342543739e-05,3.0332681943615377e-05,2.8392282072365592e-06,1.5564903305098735e+01,9.6653137831838354e-01,1.7664895280159705e+01,1.0000000000000002e-10,2.7076298443417786e+00,6.9634571445987437e+00,3.5909221482930763e+04,6.3175913214589492e+01
5460,1.7715610000000007e-03,2.9637818639923378e-05,1.6014641930309855e-05,2.9637818639923378e-05,3.4600946846881676e-06,1.5565503760166720e+01,9.6664026859455143e-01,1.7665561732486541e+01,1.0000000000000002e-10,2.7072844505015987e+00,6.9638353065000320e+00,3.5909221482969857e+04,6.3179391242811057e+01
5470,1.7715610000000007e-03,2.5787061070933723e-05,1.5044869634912974e-05,2.5787061070933723e-05,3.6425327279787606e-06,1.5566089065542389e+01,9.6666014529637423e-01,1.7666177567447065e+01,1.0000000000000002e-10,2.7073388378433405e+00,6.9642126176790269e+00,3.5909221482968380e+04,6.3182860652547888e+01
5480,1.7715610000000007e-03,2.7758104183442249e-05,1.7359029916961419e-05,2.7758104183442249e-05,3.0690900947344227e-06,1.5566662405206694e+01,9.6662412762748762e-01,1.7666870327905990e+01,1.0000000000000002e-10,2.7074589002706078e+00,6.9645892636795974e+00,3.5909221482993846e+04,6.3186248084019290e+01
5490,1.7715610000000007e-03,3.0437077387832044e-05,1.7337627775606005e-05,3.0437077387832044e-05,3.0838332769952061e-06,1.5567234639102850e+01,9.6661424877297930e-01,1.7667491570862914e+01,1.0000000000000002e-10,2.7075032997342143e+00,6.9649618582937745e+00,3.5909221483212692e+04,6.3189742874499395e+01
5500,1.7715610000000007e-03,2.8330895302726133e-05,1.5388941738044669e-05,2.8330895302726133e-05,3.7345523946046105e-06,1.5567817758501633e+01,9.6670125709840515e-01,1.7668213723218273e+01,1.0000000000000002e-10,2.7081214803235882e+00,6.9653338847556565e+00,3.5909221483187117e+04,6.3193272155354443e+01
5510,1.7715610000000007e-03,2.5504417403277996e-05,1.6026410876283963e-05,2.5504417403277996e-05,3.3720821222691003e-06,1.5568413157303127e+01,9.6686576660174384e-01,1.7668914946544394e+01,1.0000000000000002e-10,2.7082733727703414e+00,6.9657041847549390e+00,3.5909221482914647e+04,6.3196717804045697e+01
5520,1.7715610000000007e-03,2.9210152560135921e-05,1.7829000395840158e-05,2.9210152560135921e-05,2.9576135144376276e-06,1.5569012163046978e+01,9.6703107232227314e-01,1.7669498361494028e+01,1.0000000000000002e-10,2.7085743029004901e+00,6.9660751694413676e+00,3.5909221483006047e+04,6.3199990918186238e+01
5530,1.7715610000000007e-03,3.0410037664704870e-05,1.6375555634309411e-05,3.0410037664704870e-05,3.5311647344635743e-06,1.5569604991070038e+01,9.6713368847222025e-01,1.7670078621547834e+01,1.0000000000000002e-10,2.7084452644560364e+00,6.9664467463746176e+00,3.5909221482930625e+04,6.3203180847695577e+01
5540,1.7715610000000007e-03,2.5533199129549961e-05,1.4812002641898464e-05,2.5533199129549961e-05,3.6363560675644437e-06,1.5570188096371343e+01,9.6717016785634624e-01,1.7670838747655758e+01,1.0000000000000002e-10,2.7085307655706736e+00,6.9668127949464589e+00,3.5909221483179943e+04,6.3206568070642568e+01
5550,1.7715610000000007e-03,2.7535939979536417e-05,1.7045344347502129e-05,2.7535939979536417e-05,3.0738415871181932e-06,1.5570765089505521e+01,9.6719118155871620e-01,1.7671437153477203e+01,1.0000000000000002e-10,2.7092942372499209e+00,6.9671783291449536e+00,3.5909221483139612e+04,6.3209914397244582e+01
5560,1.7715610000000007e-03,3.0970441790502534e-05,1.7356055626700177e-05,3.0970441790502534e-05,3.0989250015464290e-06,1.5571339732744738e+01,9.6723547097234741e-01,1.7672111964119111e+01,1.0000000000000002e-10,2.7095843000065898e+00,6.9675440851942962e+00,3.5909221482883950e+04,6.3213287947135548e+01
5570,1.7715610000000007e-03,2.7403434964823438e-05,1.4758876050510590e-05,2.7403434964823438e-05,3.6537046538231006e-06,1.5571912780221529e+01,9.6730072318873128e-01,1.7672728067331207e+01,1.0000000000000002e-10,2.7094213146376189e+00,6.9679098127748356e+00,3.5909221482921894e+04,6.3216737290269094e+01
5580,1.7715610000000007e-03,2.5979049298938968e-05,1.5873891965815440e-05,2.5979049298938968e-05,3.3556605245347364e-06,1.5572483564004379e+01,9.6736239037432814e-01,1.7673475768861916e+01,1.0000000000000002e-10,2.7098491640615849e+00,6.9682741820516068e+00,3.5909221482945919e+04,6.3220192465402320e+01
