iter,dt,residual,res_u,res_k,res_w,U_bulk,tau_wall,u_max,k_min,k_max,omega_min,omega_max,nu_t_nu_max
810,1.6105100000000005e-03,4.7118729771675872e-04,3.8133204816643743e-05,4.7118729771675872e-04,3.8735484373325507e-06,1.5123316713628121e+01,9.7175875150375679e-01,1.6873593381259166e+01,1.0000000000000002e-10,2.6891114732886106e+00,1.0070035823269126e+01,3.5909221485605492e+04,8.3548424999972696e+01
820,1.6105100000000005e-03,4.2688022072856491e-04,2.9175971978579777e-05,4.2688022072856491e-04,3.1310952497919034e-06,1.5124219880850502e+01,9.7053641989020156e-01,1.6877655804441421e+01,1.0000000000000002e-10,2.6852155887471345e+00,9.9974493520372754e+00,3.5909221485647533e+04,8.3190672378229621e+01
830,1.6105100000000005e-03,4.1524408835479917e-04,2.9012702357751351e-05,4.1524408835479917e-04,2.9529196384890125e-06,1.5125040468733399e+01,9.6945760805753212e-01,1.6881260418750895e+01,1.0000000000000002e-10,2.6816710813366744e+00,9.9286526265231139e+00,3.5909221485686561e+04,8.2840325657620937e+01
840,1.6105100000000005e-03,4.0411315338390768e-04,2.8825320394264006e-05,4.0411315338390768e-04,2.8906907666102308e-06,1.5125890271888748e+01,9.6839288135834845e-01,1.6884913662999800e+01,1.0000000000000002e-10,2.6782621196223522e+00,9.8611450851706692e+00,3.5909221485722221e+04,8.2492197848005631e+01
850,1.6105100000000005e-03,3.9338431949712411e-04,2.8609824607687648e-05,3.9338431949712411e-04,2.8414473614704973e-06,1.5126768904362871e+01,9.6734901077058078e-01,1.6888612341180011e+01,1.0000000000000002e-10,2.6748877136885856e+00,9.7949016629630652e+00,3.5909221485754882e+04,8.2150581700632131e+01
860,1.6105100000000005e-03,3.8295998786299983e-04,2.8370731390475105e-05,3.8295998786299983e-04,2.7947028960152559e-06,1.5127675834742554e+01,9.6632650678004806e-01,1.6892359083772806e+01,1.0000000000000002e-10,2.6715568560535194e+00,9.7298995894679052e+00,3.5909221485785107e+04,8.1811623159647894e+01
870,1.6105100000000005e-03,3.7274656349469998e-04,2.8117121862475371e-05,3.7274656349469998e-04,2.7484965908741144e-06,1.5128610426753646e+01,9.6532495491260129e-01,1.6896168338301351e+01,1.0000000000000002e-10,2.6682732092119039e+00,9.6660862620967212e+00,3.5909221485813468e+04,8.1475005319910139e+01
880,1.6105100000000005e-03,3.6265876643243230e-04,2.7843871336240950e-05,3.6265876643243230e-04,2.7012050280368969e-06,1.5129572170392258e+01,9.6434385758081542e-01,1.6900064090370424e+01,1.0000000000000002e-10,2.6650686729264597e+00,9.6035005222658096e+00,3.5909221485840390e+04,8.1102010403125121e+01
890,1.6105100000000005e-03,3.5265063838800130e-04,2.7554955722425225e-05,3.5265063838800130e-04,2.6520027912270292e-06,1.5130560569625136e+01,9.6338303307484785e-01,1.6904073716155413e+01,1.0000000000000002e-10,2.6621571632971559e+00,9.5421204862494982e+00,3.5909221485866248e+04,8.0665503445561967e+01
900,1.6105100000000005e-03,3.4272654833093546e-04,2.7258563298242261e-05,3.4272654833093546e-04,2.6028532172869706e-06,1.5131574965334785e+01,9.6244244604472307e-01,1.6908218339361099e+01,1.0000000000000002e-10,2.6593997950829369e+00,9.4819237021285065e+00,3.5909221485891292e+04,8.0184946032236439e+01
910,1.6105100000000005e-03,3.3292709531508884e-04,2.6943080986349208e-05,3.3292709531508884e-04,2.5528807124445479e-06,1.5132614849407664e+01,9.6152189048777825e-01,1.6912508748958608e+01,1.0000000000000002e-10,2.6566807359549864e+00,9.4228883407315767e+00,3.5909221485915681e+04,7.9680130612139678e+01
920,1.6105100000000005e-03,3.2332624028968932e-04,2.6617003494665111e-05,3.2332624028968932e-04,2.5022866883038292e-06,1.5133679667744982e+01,9.6062142892352964e-01,1.6916943469026300e+01,1.0000000000000002e-10,2.6540052189795915e+00,9.3649916554068504e+00,3.5909221485939510e+04,7.9210010674825568e+01
930,1.6105100000000005e-03,3.1400844359944418e-04,2.6281118352166261e-05,3.1400844359944418e-04,2.4507648211538751e-06,1.5134768839091716e+01,9.5974119008473047e-01,1.6921510256531484e+01,1.0000000000000002e-10,2.6513793449282939e+00,9.3081452806050784e+00,3.5909221485962807e+04,7.9141113225740185e+01
940,1.6105100000000005e-03,3.0504684231033596e-04,2.5938424659683941e-05,3.0504684231033596e-04,2.3982056821964530e-06,1.5135881901310492e+01,9.5888127337901119e-01,1.6926187272893280e+01,1.0000000000000002e-10,2.6488116873537524e+00,9.2523993196865053e+00,3.5909221485985589e+04,7.9021651597301513e+01
950,1.6105100000000005e-03,2.9648199513435607e-04,2.5583999626349052e-05,2.9648199513435607e-04,2.3454686019368021e-06,1.5137018234616407e+01,9.5804172102952523e-01,1.6930947836546530e+01,1.0000000000000002e-10,2.6463347146981673e+00,9.1977333743628815e+00,3.5909221486008006e+04,7.8838017043859821e+01
960,1.6105100000000005e-03,2.8830253111685676e-04,2.5228969865836957e-05,2.8830253111685676e-04,2.2929590293884051e-06,1.5138177126822198e+01,9.5722229073999110e-01,1.6935764506761746e+01,1.0000000000000002e-10,2.6439744445960178e+00,9.1441271968470037e+00,3.5909221486027309e+04,7.8585288618682995e+01
970,1.6105100000000005e-03,2.8045221174044488e-04,2.4871798886465833e-05,2.8045221174044488e-04,2.2401151622772162e-06,1.5139358085333383e+01,9.5642285312539721e-01,1.6940611290992834e+01,1.0000000000000002e-10,2.6418971184307294e+00,9.0915611729394392e+00,3.5909221486042814e+04,7.8282789213786529e+01
980,1.6105100000000005e-03,2.7284548290626876e-04,2.4502737210186994e-05,2.7284548290626876e-04,2.1872043731919856e-06,1.5140560557009527e+01,9.5564347277669437e-01,1.6945463808277172e+01,1.0000000000000002e-10,2.6400236720785530e+00,9.0400174110640812e+00,3.5909221486063034e+04,7.7982504230376662e+01
990,1.6105100000000005e-03,2.6539364287990317e-04,2.4135078106543455e-05,2.6539364287990317e-04,2.1348211258453501e-06,1.5141783962554547e+01,9.5488420918060346e-01,1.6950300204754903e+01,1.0000000000000002e-10,2.6382118533173466e+00,8.9894820130421991e+00,3.5909221486082439e+04,7.7684989096316457e+01
1000,1.6105100000000005e-03,2.5802698539234944e-04,2.3766817217610768e-05,2.5802698539234944e-04,2.0828439022219197e-06,1.5143027878028773e+01,9.5414489765532040e-01,1.6955102433479105e+01,1.0000000000000002e-10,2.6364487014166200e+00,8.9398703714470038e+00,3.5909221486100912e+04,7.7390320136921574e+01
1010,1.6105100000000005e-03,2.5071546670774958e-04,2.3402492113116100e-05,2.5071546670774958e-04,2.0310066129368095e-06,1.5144291776851503e+01,9.5342538663626297e-01,1.6959857870274956e+01,1.0000000000000002e-10,2.6347257094204890e+00,8.8912309680585615e+00,3.5909221486118382e+04,7.7098536706600242e+01
1020,1.6105100000000005e-03,2.4346696293610370e-04,2.3026987926771056e-05,2.4346696293610370e-04,1.9803361144445248e-06,1.5145574999378953e+01,9.5272538597129686e-01,1.6964559639781438e+01,1.0000000000000002e-10,2.6330391986264359e+00,8.8435367457324467e+00,3.5909221486134738e+04,7.6809777855994682e+01
1030,1.6105100000000005e-03,2.3632251108244892e-04,2.2660959042681865e-05,2.3632251108244892e-04,1.9292875465676915e-06,1.5146877103491439e+01,9.5204439179990175e-01,1.6969206854398340e+01,1.0000000000000002e-10,2.6313847245284094e+00,8.7967723550846415e+00,3.5909221486149938e+04,7.6526650603172953e+01
1040,1.6105100000000005e-03,2.2933964401352700e-04,2.2293727375705543e-05,2.2933964401352700e-04,1.8782123846578366e-06,1.5148197543699654e+01,9.5138216365698436e-01,1.6973803916644485e+01,1.0000000000000002e-10,2.6297619864251711e+00,8.7509224372484748e+00,3.5909221486163893e+04,7.6246384933268686e+01
1050,1.6105100000000005e-03,2.2256922032926865e-04,2.1934533043661497e-05,2.2256922032926865e-04,1.8278297279237058e-06,1.5149535798029691e+01,9.5073850102110724e-01,1.6978358099116139e+01,1.0000000000000002e-10,2.6281722385675832e+00,8.7059138114444625e+00,3.5909221486176582e+04,7.5969005997128932e+01
1060,1.6105100000000005e-03,2.1604166389184917e-04,2.1578929544570394e-05,2.1604166389184917e-04,1.7788460941203455e-06,1.5150891354733282e+01,9.5011314992050888e-01,1.6982877206713209e+01,1.0000000000000002e-10,2.6266149011436974e+00,8.6617930807464969e+00,3.5909221486187991e+04,7.5694538848277716e+01
1070,1.6105100000000005e-03,2.0976288867147864e-04,2.1222376325813574e-05,2.0976288867147864e-04,1.7311394747031958e-06,1.5152263698975119e+01,9.4950582909674863e-01,1.6987417895323961e+01,1.0000000000000002e-10,2.6250919779232320e+00,8.6185497645547748e+00,3.5909221486198105e+04,7.5423006190050387e+01
1080,1.6105100000000005e-03,2.0372166960250647e-04,2.0875371732683341e-05,2.0372166960250647e-04,1.6837717122199973e-06,1.5153652393429855e+01,9.4891619639841129e-01,1.6991945610573609e+01,1.0000000000000002e-10,2.6236184109403444e+00,8.5761751334088157e+00,3.5909221486207025e+04,7.5154424968482317e+01
1090,1.6105100000000005e-03,1.9790372382122920e-04,2.0524277776994903e-05,1.9790372382122920e-04,1.6365917599904689e-06,1.5155057023723540e+01,9.4834400639538319e-01,1.6996447548987405e+01,1.0000000000000002e-10,2.6221929762904956e+00,8.5346495618897436e+00,3.5909221486214854e+04,7.4890876910648444e+01
1100,1.6105100000000005e-03,1.9229743429946826e-04,2.0185378753001487e-05,1.9229743429946826e-04,1.5900966740490809e-06,1.5156477074676639e+01,9.4778896442594263e-01,1.7000931379135526e+01,1.0000000000000002e-10,2.6208088419626474e+00,8.4939380242352449e+00,3.5909221486221752e+04,7.4630604765931778e+01
1110,1.6105100000000005e-03,1.8689181909676013e-04,1.9850026937667688e-05,1.8689181909676013e-04,1.5444012173075329e-06,1.5157912071676007e+01,9.4725061965766233e-01,1.7005408864046029e+01,1.0000000000000002e-10,2.6194693973115841e+00,8.4540142850663571e+00,3.5909221486227871e+04,7.4373276238210693e+01
1120,1.6105100000000005e-03,1.8167412414754359e-04,1.9522743907212320e-05,1.8167412414754359e-04,1.5001020337171473e-06,1.5159361503355617e+01,9.4672859122529984e-01,1.7009895091090772e+01,1.0000000000000002e-10,2.6181792589387025e+00,8.4148553573387446e+00,3.5909221486233342e+04,7.4118863455709601e+01
1130,1.6105100000000005e-03,1.7662467204314507e-04,1.9202259899877204e-05,1.7662467204314507e-04,1.4572346121690135e-06,1.5160824905485821e+01,9.4622257304627055e-01,1.7014404209952186e+01,1.0000000000000002e-10,2.6170026411236704e+00,8.3764404306860083e+00,3.5909221486238341e+04,7.3867300727709221e+01
1140,1.6105100000000005e-03,1.7171893731668904e-04,1.8880944324694540e-05,1.7171893731668904e-04,1.4155243882664116e-06,1.5162301766868767e+01,9.4573238012204053e-01,1.7018945934976664e+01,1.0000000000000002e-10,2.6159766576080350e+00,8.3387916741660586e+00,3.5909221486243019e+04,7.3603265963182054e+01
1150,1.6105100000000005e-03,1.6693070410955308e-04,1.8569124922034761e-05,1.6693070410955308e-04,1.3741756484144336e-06,1.5163791769276486e+01,9.4525785932670925e-01,1.7023525927313852e+01,1.0000000000000002e-10,2.6149665244051041e+00,8.3018965723570606e+00,3.5909221486247523e+04,7.3301785163260774e+01
1160,1.6105100000000005e-03,1.6224128339889011e-04,1.8258197445422158e-05,1.6224128339889011e-04,1.3331480183466553e-06,1.5165294532039640e+01,9.4479877890135344e-01,1.7028147434206844e+01,1.0000000000000002e-10,2.6139718785628627e+00,8.2657418514726739e+00,3.5909221486251961e+04,7.2972215081348082e+01
1170,1.6105100000000005e-03,1.5764441847179874e-04,1.7952086305280153e-05,1.5764441847179874e-04,1.2926515613019902e-06,1.5166809670122522e+01,9.4435478996198907e-01,1.7032814370693792e+01,1.0000000000000002e-10,2.6129944386513011e+00,8.2303147661708191e+00,3.5909221486256400e+04,7.2624753607613414e+01
1180,1.6105100000000005e-03,1.5314804108617955e-04,1.7652222877969898e-05,1.5314804108617955e-04,1.2530995521136782e-06,1.5168336752721084e+01,9.4392543483810765e-01,1.7037537839457904e+01,1.0000000000000002e-10,2.6120373797760341e+00,8.1955871103063238e+00,3.5909221486260867e+04,7.2281275738123995e+01
1190,1.6105100000000005e-03,1.4877260729210298e-04,1.7364593902719391e-05,1.4877260729210298e-04,1.2146374199832391e-06,1.5169875335663191e+01,9.4351028350291855e-01,1.7042339397535841e+01,1.0000000000000002e-10,2.6111041620383775e+00,8.1615307463785118e+00,3.5909221486265400e+04,7.2198634943060611e+01
1200,1.6105100000000005e-03,1.4454417371591798e-04,1.7079789457899603e-05,1.4454417371591798e-04,1.1767287518711409e-06,1.5171424983851713e+01,9.4310909286756128e-01,1.7047169624991096e+01,1.0000000000000002e-10,2.6102063203709545e+00,8.1281655205723364e+00,3.5909221486269984e+04,7.2086643517652433e+01
1210,1.6105100000000005e-03,1.4048183243819593e-04,1.6802289868968814e-05,1.4048183243819593e-04,1.1392737047513457e-06,1.5172985328010324e+01,9.4272175750215037e-01,1.7052013210501546e+01,1.0000000000000002e-10,2.6095241126382152e+00,8.0954794706681810e+00,3.5909221486274582e+04,7.1938394435578701e+01
1220,1.6105100000000005e-03,1.3658840282773678e-04,1.6530300885863353e-05,1.3658840282773678e-04,1.1026215137548163e-06,1.5174556026604808e+01,9.4234806401720783e-01,1.7056853631172661e+01,1.0000000000000002e-10,2.6088940317157641e+00,8.0634606606795582e+00,3.5909221486279188e+04,7.1751249344329722e+01
1230,1.6105100000000005e-03,1.3284673510442129e-04,1.6262684147576899e-05,1.3284673510442129e-04,1.0669785460618548e-06,1.5176136739700219e+01,9.4198764695610726e-01,1.7061675291216346e+01,1.0000000000000002e-10,2.6083092507138130e+00,8.0320979987404968e+00,3.5909221486283743e+04,7.1534658214441308e+01
1240,1.6105100000000005e-03,9.9425879310243221e-05,9.4202308198579844e-06,9.9425879310243221e-05,7.7542499915545709e-07,1.5177611726708252e+01,9.4166499787880775e-01,1.7066120761827264e+01,1.0000000000000002e-10,2.6077842202166428e+00,8.0024923045030274e+00,3.5909221485619477e+04,7.1331282865310939e+01
1250,1.6105100000000005e-03,9.6981534934230008e-05,9.3035659983133495e-06,9.6981534934230008e-05,7.2777380597045634e-07,1.5178960914129377e+01,9.4137720133884351e-01,1.7070143881957001e+01,1.0000000000000002e-10,2.6073093566402363e+00,7.9743319917935294e+00,3.5909221485606904e+04,7.1131344162704622e+01
1260,1.6105100000000005e-03,9.4582641401876608e-05,9.1925873950551198e-06,9.4582641401876608e-05,7.0323706949912581e-07,1.5180316645796758e+01,9.4109643940639964e-01,1.7074147058802374e+01,1.0000000000000002e-10,2.6068577144305065e+00,7.9466980265442073e+00,3.5909221485612798e+04,7.0934430708017643e+01
1270,1.6105100000000005e-03,9.2216164359602154e-05,9.0834273906823907e-06,9.2216164359602154e-05,6.8187331659485733e-07,1.5181678747873285e+01,9.4082442478668504e-01,1.7078153628334455e+01,1.0000000000000002e-10,2.6064142684888827e+00,7.9196253750493328e+00,3.5909221485618524e+04,7.0741128118060487e+01
1280,1.7715610000000007e-03,9.8953797313794292e-05,9.8857726862355731e-06,9.8953797313794292e-05,6.5562330978505870e-07,1.5182918933159636e+01,9.4058588376473784e-01,1.7081761528449338e+01,1.0000000000000002e-10,2.6059937271534532e+00,7.8940173638359710e+00,3.5909221483894326e+04,7.0560558092239731e+01
1290,1.7715610000000007e-03,9.6790708933772580e-05,9.8173008137434344e-06,9.6790708933772580e-05,6.1268062946800541e-07,1.5183971309460674e+01,9.4038610622859442e-01,1.7084797315136406e+01,1.0000000000000002e-10,2.6056084952122545e+00,7.8703764603430004e+00,3.5909221483888752e+04,7.0389338314476973e+01
1300,1.7715610000000007e-03,9.4673272374462130e-05,9.7474060104500104e-06,9.4673272374462130e-05,5.9453459920386434e-07,1.5185027173488162e+01,9.4018908060934525e-01,1.7087819110812795e+01,1.0000000000000002e-10,2.6052246011660132e+00,7.8471976467404136e+00,3.5909221483897010e+04,7.0220463404484775e+01
1310,1.7715610000000007e-03,9.2600487232478485e-05,9.6781087316493534e-06,9.2600487232478485e-05,5.8084217043554041e-07,1.5186086466155727e+01,9.3999660482315395e-01,1.7090823466318742e+01,1.0000000000000002e-10,2.6048358584502762e+00,7.8244234391800038e+00,3.5909221483904832e+04,7.0052584606791996e+01
1320,1.7715610000000007e-03,9.0573205193107245e-05,9.6077680278333118e-06,9.0573205193107245e-05,5.6843573589176620e-07,1.5187149105594029e+01,9.3980903491710188e-01,1.7093806157145391e+01,1.0000000000000002e-10,2.6044439071012526e+00,7.8020199982479994e+00,3.5909221483912130e+04,6.9888513707265787e+01
1330,1.7715610000000007e-03,8.8586780383592513e-05,9.5379335763269170e-06,8.8586780383592513e-05,5.5637455830034244e-07,1.5188215034617617e+01,9.3962633886602598e-01,1.7096762671147779e+01,1.0000000000000002e-10,2.6040528660440034e+00,7.7799744970068723e+00,3.5909221483918795e+04,6.9724712859728129e+01
1340,1.7715610000000007e-03,8.6636323682813478e-05,9.4683947275264961e-06,8.6636323682813478e-05,5.4439169715907150e-07,1.5189284177731123e+01,9.3944838945512110e-01,1.7099688950394391e+01,1.0000000000000002e-10,2.6036630035454680e+00,7.7583692887236539e+00,3.5909221483924775e+04,6.9564914852567924e+01
1350,1.7715610000000007e-03,8.4719732509597737e-05,9.3978082879042968e-06,8.4719732509597737e-05,5.3246802017014776e-07,1.5190356462438929e+01,9.3927502114381578e-01,1.7102581639026354e+01,1.0000000000000002e-10,2.6032704682495997e+00,7.7371962899404760e+00,3.5909221483930072e+04,6.9405838051427352e+01
1360,1.7715610000000007e-03,8.2837326730694671e-05,9.3322714453252116e-06,8.2837326730694671e-05,5.2063413406403165e-07,1.5191431810362024e+01,9.3910605905663125e-01,1.7105439134625424e+01,1.0000000000000002e-10,2.6028737672467628e+00,7.7163431786158592e+00,3.5909221483934671e+04,6.9249416702512178e+01
1370,1.7715610000000007e-03,8.0991081409885558e-05,9.2654928500444215e-06,8.0991081409885558e-05,5.0906791033360454e-07,1.5192510142030079e+01,9.3894133746467090e-01,1.7108261711280758e+01,1.0000000000000002e-10,2.6024782222203133e+00,7.6958712915738392e+00,3.5909221483938614e+04,6.9094940628466489e+01
1380,1.7715610000000007e-03,7.9185403019713625e-05,9.2024666772434895e-06,7.9185403019713625e-05,4.9796781482387948e-07,1.5193591362839875e+01,9.3878069317522639e-01,1.7111052104353220e+01,1.0000000000000002e-10,2.6020890208710359e+00,7.6757592419677856e+00,3.5909221483941983e+04,6.8942056354966326e+01
1390,1.7715610000000007e-03,7.7427929524925864e-05,9.1376211995087931e-06,7.7427929524925864e-05,4.8728289395104104e-07,1.5194675408509649e+01,9.3862398019997617e-01,1.7113815342477906e+01,1.0000000000000002e-10,2.6017087137226342e+00,7.6560366089881242e+00,3.5909221483944842e+04,6.8792133144693537e+01
1400,1.7715610000000007e-03,7.5725658312081291e-05,9.0752567581066095e-06,7.5725658312081291e-05,4.7702717149985440e-07,1.5195762185610278e+01,9.3847105009368892e-01,1.7116558482324262e+01,1.0000000000000002e-10,2.6013414632918708e+00,7.6366350903225797e+00,3.5909221483947280e+04,6.8642582093283863e+01
1410,1.7715610000000007e-03,7.4081349398594947e-05,9.0113804417473705e-06,7.4081349398594947e-05,4.6709344028061574e-07,1.5196851612489418e+01,9.3832180187868408e-01,1.7119289617016719e+01,1.0000000000000002e-10,2.6010161547181987e+00,7.6175885424120118e+00,3.5909221483949397e+04,6.8496762648581139e+01
1420,1.7715610000000007e-03,7.2492711113031344e-05,8.9479062294661002e-06,7.2492711113031344e-05,4.5724196965339680e-07,1.5197943632971660e+01,9.3817617324391989e-01,1.7122016914868539e+01,1.0000000000000002e-10,2.6007906803727785e+00,7.5988743146169497e+00,3.5909221483951296e+04,6.8350864484538491e+01
1430,1.7715610000000007e-03,7.0953997534629412e-05,8.8849533349794030e-06,7.0953997534629412e-05,4.4738186415468422e-07,1.5199038187558692e+01,9.3803417024220093e-01,1.7124748816645138e+01,1.0000000000000002e-10,2.6005539427013553e+00,7.5804948168025232e+00,3.5909221483953050e+04,6.8191104353922682e+01
1440,1.7715610000000007e-03,6.9456699327475561e-05,8.8219640058767716e-06,6.9456699327475561e-05,4.3766204143487149e-07,1.5200135206531248e+01,9.3789580650516891e-01,1.7127493142342125e+01,1.0000000000000002e-10,2.6003055422790475e+00,7.5624880858220918e+00,3.5909221483954760e+04,6.8016683083007095e+01
1450,1.7715610000000007e-03,6.7991406559283330e-05,8.7587841535041213e-06,6.7991406559283330e-05,4.2768837888824351e-07,1.5201234667599579e+01,9.3776103817871881e-01,1.7130257512467502e+01,1.0000000000000002e-10,2.6000468286600689e+00,7.5447613073583328e+00,3.5909221483956499e+04,6.7830711278976977e+01
1460,1.7715610000000007e-03,6.6550474859823126e-05,8.6962885553556989e-06,6.6550474859823126e-05,4.1761608276833017e-07,1.5202336533955959e+01,9.3762984080755485e-01,1.7133048349231824e+01,1.0000000000000002e-10,2.5997809480082599e+00,7.5273956255610877e+00,3.5909221483958347e+04,6.7636553670082137e+01
1470,1.7715610000000007e-03,6.5129150471839720e-05,8.6344565058002625e-06,6.5129150471839720e-05,4.0768194412411073e-07,1.5203440749049015e+01,9.3750217502997335e-01,1.7135870814321652e+01,1.0000000000000002e-10,2.5995130778162023e+00,7.5102984156174086e+00,3.5909221483960340e+04,6.7437575049617763e+01
1480,1.7715610000000007e-03,6.3726023741256810e-05,8.5752629698303918e-06,6.3726023741256810e-05,3.9795878745341170e-07,1.5204547248364996e+01,9.3737795622798159e-01,1.7138728095950913e+01,1.0000000000000002e-10,2.5993647255731167e+00,7.4935502787148849e+00,3.5909221483962523e+04,6.7353778387986750e+01
